sale_id,associate_id,region,date,product_sold,number_of_units,sale_amount
1008463,32,Central India,2020/12/07,Digital Camera,8,40000
1008464,26,Western India,2019/01/02,Digital Camera,3,105000
1008465,86,South India,2020/12/12,Apple IPhone,6,114000
1008466,54,Northeast India,2019/09/08,Apple IPhone,4,20000
1008467,90,South India,2019/01/23,Blue-Ray Player,4,100000
1008468,71,East India,2019/04/14,Apple IPAD,9,45000
1008469,7,Central India,2020/03/12,Apple IPhone,10,625000
1008470,30,North India,2020/12/07,Apple IPOD,12,228000
1008471,82,South India,2019/06/12,Apple IPAD,7,126000
1008472,31,South India,2020/07/07,Blue-Ray Player,6,314400
1008473,60,Western India,2020/11/12,Apple IPOD,6,108000
1008474,88,East India,2019/08/07,Projector,3,57000
1008475,61,Western India,2019/05/01,LCD Monitor,5,90000
1008476,57,Central India,2020/08/30,Camera,8,40000
1008477,14,Western India,2019/08/08,Blue-Ray Player,7,155603
1008478,91,Northeast India,2020/08/21,Camera,8,40000
1008479,18,South India,2020/09/23,Apple IPhone,9,171000
1008480,64,Northeast India,2020/09/23,Apple IPOD,1,18000
1008481,53,East India,2019/05/23,LCD TV,6,210000
1008482,15,Western India,2019/03/28,Apple IPOD,6,108000
1008483,39,South India,2020/05/12,Apple IPAD,8,200000
1008484,100,East India,2020/07/26,Projector,7,35000
1008485,82,North India,2020/08/26,Camera,4,209600
1008486,96,South India,2019/04/12,Blue-Ray Player,3,75000
1008487,75,South India,2019/01/23,Apple IPOD,2,44458
1008488,70,Western India,2019/01/20,Camera,10,50000
1008489,21,Northeast India,2020/06/25,LCD Monitor,9,200061
1008490,1,Central India,2019/05/10,Apple IPOD,11,198000
1008491,79,Northeast India,2020/01/28,LCD Monitor,4,209600
1008492,68,North India,2020/11/02,Apple IPhone,5,25000
1008493,52,East India,2019/06/02,LCD Monitor,1,22229
1008494,5,North India,2019/04/09,Apple IPAD,3,15000
1008495,74,Western India,2020/09/01,Blue-Ray Player,2,10000
1008496,98,East India,2020/05/17,Blue-Ray Player,8,177832
1008497,43,Central India,2020/06/30,Blue-Ray Player,9,315000
1008498,25,Western India,2020/06/18,Camera,7,133000
1008499,16,East India,2019/03/14,Blue-Ray Player,7,133000
1008500,88,Central India,2019/01/16,Apple IPhone,2,125000
1008501,6,Northeast India,2020/12/01,Apple IPOD,2,70000
1008502,47,Northeast India,2019/08/30,Apple IPOD,5,111145
1008503,17,East India,2020/12/08,Digital Camera,3,15000
1008504,46,Central India,2020/09/22,Digital Camera,10,250000
1008505,79,Northeast India,2019/01/15,Apple IPOD,6,150000
1008506,2,North India,2020/03/15,Digital Camera,10,50000
1008507,100,East India,2019/07/29,Digital Camera,3,75000
1008508,67,South India,2019/08/19,Camera,9,171000
1008509,71,Western India,2019/03/22,Projector,9,171000
1008510,57,East India,2019/02/08,LCD TV,4,72000
1008511,25,East India,2019/12/25,LCD Monitor,1,35000
1008512,75,North India,2020/10/04,Digital Camera,6,150000
1008513,100,Northeast India,2019/12/04,Digital Camera,6,30000
1008514,49,Northeast India,2020/01/09,Camera,3,66687
1008515,80,East India,2020/11/03,Projector,2,104800
1008516,49,East India,2019/10/24,Apple IPAD,11,687500
1008517,4,North India,2020/10/11,LCD Monitor,1,25000
1008518,16,Northeast India,2020/03/27,Apple IPhone,7,133000
1008519,25,South India,2020/04/11,Blue-Ray Player,5,312500
1008520,20,Northeast India,2020/01/05,Apple IPOD,8,200000
1008521,8,Western India,2020/10/23,Blue-Ray Player,7,175000
1008522,70,East India,2020/09/07,Blue-Ray Player,6,108000
1008523,70,Central India,2019/10/14,LCD TV,10,222290
1008524,98,East India,2020/07/18,Apple IPhone,2,70000
1008525,20,Northeast India,2020/06/24,Apple IPOD,6,133374
1008526,57,Central India,2020/05/18,Blue-Ray Player,9,162000
1008527,90,North India,2020/01/07,LCD Monitor,11,244519
1008528,9,South India,2020/03/14,Apple IPAD,12,750000
1008529,36,East India,2019/05/28,LCD Monitor,5,125000
1008530,61,East India,2020/03/11,Projector,9,171000
1008531,16,Northeast India,2019/09/03,LCD TV,7,155603
1008532,63,East India,2019/12/13,Camera,7,437500
1008533,69,North India,2020/12/30,Digital Camera,2,70000
1008534,45,Western India,2019/08/28,Blue-Ray Player,10,625000
1008535,52,Central India,2019/09/03,Apple IPhone,3,75000
1008536,31,East India,2019/07/03,Digital Camera,7,437500
1008537,51,South India,2019/09/01,Apple IPhone,4,20000
1008538,68,Western India,2019/08/04,LCD Monitor,3,187500
1008539,39,North India,2019/09/17,LCD Monitor,4,209600
1008540,82,Central India,2020/04/17,Blue-Ray Player,8,280000
1008541,21,South India,2019/03/19,Apple IPhone,6,30000
1008542,99,Central India,2019/03/16,Apple IPAD,10,350000
1008543,58,Northeast India,2019/12/03,Projector,6,375000
1008544,5,East India,2019/10/25,LCD TV,8,280000
1008545,71,Central India,2020/04/12,LCD Monitor,5,95000
1008546,1,Central India,2020/06/20,Apple IPhone,6,150000
1008547,86,South India,2020/11/21,LCD TV,3,15000
1008548,11,North India,2020/08/10,Blue-Ray Player,5,25000
1008549,89,East India,2019/05/24,Apple IPhone,3,15000
1008550,70,South India,2020/04/19,Digital Camera,3,66687
1008551,6,Central India,2020/01/01,Digital Camera,7,133000
1008552,31,North India,2020/09/11,LCD Monitor,3,157200
1008553,1,North India,2020/08/14,Digital Camera,7,366800
1008554,52,North India,2020/10/26,Projector,7,155603
1008555,31,Central India,2019/08/25,Blue-Ray Player,7,133000
1008556,83,East India,2019/06/24,LCD Monitor,11,198000
1008557,20,East India,2019/12/08,Apple IPhone,12,300000
1008558,89,North India,2019/09/15,Digital Camera,5,262000
1008559,32,Western India,2019/12/18,Apple IPhone,12,300000
1008560,84,Western India,2019/12/04,Blue-Ray Player,4,88916
1008561,70,North India,2020/09/12,LCD TV,7,35000
1008562,63,Western India,2019/08/10,LCD Monitor,8,177832
1008563,9,Central India,2020/07/15,Projector,3,15000
1008564,17,East India,2020/08/07,Apple IPhone,5,95000
1008565,35,East India,2019/04/20,Blue-Ray Player,7,35000
1008566,95,Western India,2019/11/12,Apple IPAD,8,144000
1008567,88,North India,2019/12/19,Digital Camera,7,245000
1008568,18,South India,2020/04/02,Camera,10,524000
1008569,72,Northeast India,2019/05/14,LCD TV,8,40000
1008570,83,Northeast India,2019/10/28,LCD TV,11,385000
1008571,16,Northeast India,2020/04/27,Camera,6,150000
1008572,34,North India,2020/07/01,Apple IPOD,2,70000
1008573,21,East India,2019/12/07,Projector,7,245000
1008574,25,East India,2020/09/03,Digital Camera,2,50000
1008575,61,East India,2020/11/11,Camera,9,45000
1008576,86,Western India,2019/01/13,Apple IPAD,10,180000
1008577,8,Northeast India,2020/11/13,Apple IPhone,9,171000
1008578,25,Western India,2019/04/18,LCD TV,8,280000
1008579,69,Central India,2019/06/19,Apple IPAD,7,133000
1008580,40,North India,2019/03/04,LCD Monitor,10,180000
1008581,95,East India,2019/09/30,Projector,5,90000
1008582,49,South India,2019/02/28,Digital Camera,1,35000
1008583,39,East India,2020/08/25,LCD TV,9,562500
1008584,35,North India,2020/01/22,Camera,6,114000
1008585,33,Northeast India,2019/11/07,Camera,2,10000
1008586,57,North India,2019/05/31,Apple IPOD,6,314400
1008587,13,Central India,2020/03/05,LCD Monitor,1,5000
1008588,47,Western India,2019/08/06,Camera,11,55000
1008589,95,South India,2020/12/18,Digital Camera,11,209000
1008590,7,East India,2020/09/17,Digital Camera,5,95000
1008591,2,Northeast India,2019/06/10,Apple IPOD,12,216000
1008592,29,Northeast India,2020/10/08,Blue-Ray Player,2,10000
1008593,66,Western India,2019/09/09,Camera,1,18000
1008594,33,North India,2019/02/19,Apple IPOD,4,20000
1008595,77,Northeast India,2020/05/15,LCD Monitor,6,30000
1008596,80,North India,2019/06/04,Blue-Ray Player,3,15000
1008597,48,North India,2020/05/27,Apple IPhone,7,35000
1008598,26,Northeast India,2019/03/02,Projector,5,125000
1008599,47,East India,2020/03/02,LCD Monitor,11,576400
1008600,87,East India,2020/01/29,Digital Camera,12,228000
1008601,82,Western India,2020/08/19,Apple IPOD,5,125000
1008602,95,Central India,2019/01/25,LCD TV,7,366800
1008603,46,Northeast India,2019/04/14,Apple IPOD,3,157200
1008604,57,Western India,2019/06/10,Apple IPhone,6,108000
1008605,100,North India,2020/05/08,Projector,9,225000
1008606,52,North India,2019/06/02,Blue-Ray Player,12,420000
1008607,81,Western India,2020/04/23,Projector,4,88916
1008608,71,Northeast India,2019/07/25,Camera,10,50000
1008609,39,Northeast India,2019/03/03,LCD Monitor,5,95000
1008610,8,Western India,2019/03/23,LCD TV,1,22229
1008611,11,Western India,2020/01/05,Camera,6,108000
1008612,31,Northeast India,2019/06/23,Camera,5,125000
1008613,97,Central India,2020/06/26,Projector,10,50000
1008614,23,East India,2019/02/08,Apple IPOD,12,628800
1008615,61,Northeast India,2020/07/02,Apple IPhone,1,22229
1008616,86,Northeast India,2019/01/17,Apple IPOD,5,175000
1008617,77,South India,2019/12/26,Apple IPOD,10,222290
1008618,5,Central India,2019/11/19,Digital Camera,6,108000
1008619,99,Northeast India,2019/09/11,Projector,6,210000
1008620,96,Western India,2020/12/22,Apple IPAD,8,177832
1008621,44,North India,2020/01/13,LCD TV,12,228000
1008622,70,Western India,2020/06/04,Camera,1,62500
1008623,66,Northeast India,2020/09/12,Digital Camera,2,104800
1008624,3,East India,2019/03/14,Projector,5,262000
1008625,57,Western India,2020/12/02,Apple IPOD,6,314400
1008626,94,South India,2020/02/22,Apple IPAD,5,312500
1008627,61,East India,2020/10/06,Apple IPhone,5,312500
1008628,6,East India,2020/04/07,LCD TV,8,40000
1008629,50,Central India,2019/07/03,Blue-Ray Player,12,60000
1008630,99,East India,2019/08/04,Apple IPAD,10,190000
1008631,33,North India,2019/10/14,Apple IPhone,8,40000
1008632,25,Western India,2020/09/19,Digital Camera,3,75000
1008633,66,Northeast India,2020/09/21,Digital Camera,2,104800
1008634,80,Central India,2019/11/10,Blue-Ray Player,4,250000
1008635,61,East India,2019/08/02,Apple IPOD,1,35000
1008636,49,East India,2019/08/01,Blue-Ray Player,2,10000
1008637,9,Northeast India,2019/12/18,Apple IPOD,3,75000
1008638,22,Western India,2019/07/01,Digital Camera,6,30000
1008639,17,Western India,2020/07/22,Apple IPOD,8,419200
1008640,48,Western India,2019/05/23,Apple IPAD,6,150000
1008641,23,East India,2019/10/14,Apple IPOD,2,10000
1008642,95,Northeast India,2019/06/03,Projector,12,60000
1008643,69,North India,2020/08/24,Digital Camera,4,72000
1008644,82,North India,2019/06/14,Projector,2,10000
1008645,3,Western India,2019/08/24,Apple IPOD,11,209000
1008646,27,South India,2019/10/25,Projector,10,50000
1008647,79,East India,2020/01/29,Projector,6,30000
1008648,24,North India,2019/11/09,Digital Camera,1,25000
1008649,16,South India,2020/06/04,Apple IPOD,12,420000
1008650,1,Western India,2020/03/16,LCD Monitor,5,111145
1008651,60,Western India,2019/03/31,Digital Camera,8,419200
1008652,74,East India,2020/08/29,Apple IPOD,2,10000
1008653,94,North India,2019/05/14,Blue-Ray Player,12,228000
1008654,28,Western India,2019/05/31,Camera,5,262000
1008655,86,South India,2019/10/14,LCD Monitor,4,209600
1008656,45,Western India,2019/11/14,Apple IPhone,11,687500
1008657,98,North India,2020/06/27,Camera,2,70000
1008658,69,South India,2020/03/29,Projector,2,10000
1008659,49,Central India,2019/07/25,Digital Camera,3,157200
1008660,77,North India,2020/07/06,Projector,5,125000
1008661,29,Western India,2019/08/06,Apple IPAD,9,162000
1008662,32,Western India,2020/10/18,Camera,12,60000
1008663,67,East India,2020/06/21,Digital Camera,12,216000
1008664,78,Western India,2019/07/08,LCD TV,8,177832
1008665,85,Northeast India,2020/08/05,Camera,11,55000
1008666,79,North India,2020/04/07,Apple IPhone,11,55000
1008667,36,North India,2020/06/20,Projector,12,216000
1008668,30,Central India,2020/06/18,Apple IPAD,12,216000
1008669,24,Western India,2020/11/02,Blue-Ray Player,3,15000
1008670,18,East India,2020/04/03,Apple IPOD,10,250000
1008671,74,East India,2020/11/27,Apple IPOD,11,687500
1008672,62,Northeast India,2020/04/13,LCD Monitor,10,50000
1008673,14,Western India,2019/05/04,Projector,1,5000
1008674,25,Central India,2019/07/12,Apple IPOD,6,30000
1008675,15,Western India,2019/08/27,Projector,7,35000
1008676,39,North India,2020/09/08,Apple IPhone,2,36000
1008677,58,East India,2020/04/02,LCD TV,3,187500
1008678,31,South India,2019/08/28,Blue-Ray Player,3,105000
1008679,45,North India,2019/08/12,Camera,7,126000
1008680,81,Northeast India,2020/08/02,LCD Monitor,5,262000
1008681,59,Central India,2020/06/11,LCD TV,10,625000
1008682,98,Central India,2020/10/03,Apple IPOD,10,50000
1008683,11,South India,2019/10/06,Digital Camera,3,54000
1008684,62,Central India,2019/09/10,Apple IPhone,1,19000
1008685,5,North India,2019/10/18,Camera,3,66687
1008686,59,Northeast India,2019/07/14,LCD TV,11,687500
1008687,78,North India,2019/03/20,Apple IPOD,5,262000
1008688,31,Central India,2020/06/16,LCD Monitor,10,250000
1008689,14,Western India,2020/03/02,Camera,1,35000
1008690,88,Central India,2019/06/18,LCD Monitor,1,5000
1008691,3,East India,2019/09/06,Blue-Ray Player,3,187500
1008692,50,South India,2019/05/19,LCD Monitor,9,45000
1008693,34,North India,2020/11/07,Apple IPhone,3,157200
1008694,22,North India,2020/08/26,LCD TV,7,245000
1008695,19,North India,2020/11/27,LCD TV,2,44458
1008696,94,North India,2020/02/13,Apple IPhone,3,54000
1008697,94,South India,2019/03/26,Digital Camera,7,126000
1008698,18,Central India,2020/05/28,Apple IPhone,10,50000
1008699,86,Central India,2019/12/28,Apple IPAD,4,72000
1008700,25,Western India,2020/08/10,Apple IPAD,8,144000
1008701,41,North India,2020/02/17,Blue-Ray Player,5,312500
1008702,81,Western India,2019/06/26,Apple IPAD,12,300000
1008703,61,Northeast India,2020/03/06,Projector,1,18000
1008704,74,East India,2020/05/26,Apple IPAD,5,262000
1008705,17,Western India,2020/10/16,Projector,11,198000
1008706,69,East India,2020/11/29,Digital Camera,7,437500
1008707,54,North India,2020/09/03,Blue-Ray Player,6,314400
1008708,17,Northeast India,2020/05/01,Digital Camera,2,10000
1008709,69,Central India,2019/07/04,LCD Monitor,12,228000
1008710,52,East India,2019/06/02,Apple IPAD,8,500000
1008711,68,East India,2020/04/22,Camera,9,315000
1008712,58,South India,2019/03/21,Projector,3,75000
1008713,54,Western India,2020/06/19,Digital Camera,2,104800
1008714,11,North India,2019/08/12,Blue-Ray Player,10,350000
1008715,36,East India,2019/04/15,Projector,2,44458
1008716,60,Western India,2019/07/29,Apple IPAD,9,471600
1008717,10,North India,2020/10/08,Camera,9,45000
1008718,30,Northeast India,2019/10/18,Projector,9,171000
1008719,74,East India,2019/01/28,LCD Monitor,7,126000
1008720,87,Western India,2020/07/01,Apple IPAD,1,5000
1008721,5,East India,2019/10/29,Apple IPAD,5,111145
1008722,83,Central India,2019/01/23,Camera,5,175000
1008723,70,East India,2019/11/30,LCD Monitor,1,18000
1008724,18,Western India,2019/06/15,Camera,7,366800
1008725,87,East India,2019/03/18,LCD Monitor,7,245000
1008726,28,Northeast India,2020/07/26,Apple IPhone,4,250000
1008727,58,Northeast India,2020/10/01,LCD Monitor,12,266748
1008728,73,North India,2020/10/13,Apple IPOD,5,111145
1008729,47,North India,2020/02/20,Apple IPAD,9,225000
1008730,71,South India,2019/07/27,LCD TV,7,35000
1008731,7,East India,2020/07/14,Camera,7,155603
1008732,90,South India,2020/03/06,Camera,11,244519
1008733,84,Northeast India,2019/07/31,Apple IPAD,2,50000
1008734,83,Western India,2020/03/26,Camera,5,262000
1008735,35,Central India,2019/07/29,Digital Camera,7,133000
1008736,1,Central India,2020/09/11,Projector,10,524000
1008737,30,North India,2020/11/05,Apple IPhone,12,60000
1008738,66,North India,2019/07/20,LCD Monitor,10,190000
1008739,16,Central India,2020/04/10,Blue-Ray Player,8,40000
1008740,13,Northeast India,2019/05/14,Blue-Ray Player,10,222290
1008741,77,East India,2020/05/23,Projector,8,280000
1008742,95,East India,2019/05/06,Apple IPAD,2,125000
1008743,85,South India,2020/04/24,Camera,9,315000
1008744,95,East India,2019/12/25,Camera,2,44458
1008745,12,Central India,2019/12/10,Digital Camera,8,419200
1008746,61,North India,2020/12/01,Apple IPhone,9,171000
1008747,32,Northeast India,2019/10/01,Apple IPOD,4,20000
1008748,97,South India,2019/07/06,LCD Monitor,11,385000
1008749,17,South India,2019/08/03,Digital Camera,3,54000
1008750,17,Northeast India,2020/07/07,Blue-Ray Player,7,126000
1008751,66,North India,2020/08/30,LCD TV,8,419200
1008752,54,Central India,2019/06/24,Camera,4,76000
1008753,24,Northeast India,2019/02/26,Digital Camera,12,228000
1008754,65,South India,2020/12/07,LCD TV,7,133000
1008755,9,North India,2020/05/18,Projector,10,50000
1008756,18,Central India,2019/03/28,Apple IPOD,9,315000
1008757,98,Western India,2019/12/27,LCD TV,12,420000
1008758,97,Northeast India,2020/04/10,Apple IPAD,8,40000
1008759,88,South India,2019/09/26,LCD Monitor,1,5000
1008760,13,South India,2020/11/30,Apple IPhone,11,198000
1008761,92,Northeast India,2019/01/02,Digital Camera,4,76000
1008762,25,East India,2020/08/05,Projector,10,524000
1008763,90,Western India,2019/09/08,Projector,1,5000
1008764,8,East India,2020/12/01,LCD TV,10,625000
1008765,42,North India,2019/05/29,Apple IPAD,12,60000
1008766,82,Central India,2019/12/02,Apple IPAD,1,62500
1008767,11,North India,2019/05/29,Projector,4,250000
1008768,13,Northeast India,2019/08/26,LCD TV,6,30000
1008769,76,Northeast India,2020/03/10,LCD Monitor,2,70000
1008770,14,Central India,2020/12/24,LCD TV,11,385000
1008771,16,East India,2020/11/22,Projector,5,312500
1008772,56,South India,2020/08/13,Apple IPhone,2,104800
1008773,6,South India,2019/03/18,Apple IPAD,10,180000
1008774,40,Northeast India,2020/06/16,Apple IPhone,11,687500
1008775,30,South India,2020/09/30,Blue-Ray Player,12,420000
1008776,100,Western India,2020/08/29,Camera,2,38000
1008777,79,South India,2020/04/26,Apple IPhone,1,22229
1008778,66,North India,2019/04/25,LCD Monitor,6,30000
1008779,25,North India,2019/03/25,Blue-Ray Player,6,133374
1008780,100,North India,2020/11/28,Apple IPAD,3,15000
1008781,45,Central India,2020/08/20,LCD TV,4,88916
1008782,1,Northeast India,2020/06/10,Apple IPOD,3,15000
1008783,83,North India,2020/11/22,Digital Camera,8,500000
1008784,43,East India,2020/12/11,Apple IPOD,1,5000
1008785,64,Central India,2019/10/06,Digital Camera,2,125000
1008786,33,North India,2020/08/02,Projector,1,19000
1008787,1,South India,2019/12/13,LCD Monitor,9,171000
1008788,59,Western India,2020/08/17,Apple IPOD,9,471600
1008789,10,South India,2020/12/17,Apple IPOD,7,35000
1008790,53,South India,2020/12/13,Digital Camera,6,30000
1008791,7,Western India,2019/08/16,LCD Monitor,8,144000
1008792,2,Central India,2019/11/01,Projector,1,25000
1008793,95,North India,2019/07/30,Projector,7,155603
1008794,74,Western India,2020/04/13,Blue-Ray Player,3,187500
1008795,17,North India,2020/08/01,Blue-Ray Player,5,90000
1008796,31,Western India,2020/05/12,Apple IPAD,6,114000
1008797,69,Western India,2020/09/21,Camera,6,114000
1008798,81,South India,2020/12/02,Projector,12,228000
1008799,11,North India,2019/02/19,LCD TV,1,18000
1008800,34,North India,2019/05/22,LCD Monitor,12,300000
1008801,69,Western India,2020/06/09,Apple IPOD,4,140000
1008802,29,South India,2020/02/12,Digital Camera,8,177832
1008803,62,Central India,2020/12/04,Digital Camera,2,50000
1008804,19,South India,2019/11/22,LCD TV,9,315000
1008805,59,South India,2019/05/09,Apple IPAD,3,15000
1008806,82,East India,2019/03/01,LCD TV,7,35000
1008807,84,Western India,2019/05/03,LCD TV,12,628800
1008808,38,Northeast India,2019/05/07,Apple IPAD,3,105000
1008809,42,East India,2020/02/11,Apple IPOD,11,275000
1008810,28,East India,2020/01/13,LCD TV,8,500000
1008811,10,South India,2020/07/29,Digital Camera,10,190000
1008812,38,Western India,2020/05/30,LCD Monitor,2,50000
1008813,68,Northeast India,2019/07/12,Camera,10,180000
1008814,19,East India,2020/06/24,LCD Monitor,5,262000
1008815,63,Central India,2019/03/19,LCD TV,5,175000
1008816,15,South India,2019/10/26,Apple IPAD,7,126000
1008817,73,Central India,2020/04/06,Blue-Ray Player,3,157200
1008818,50,Western India,2020/10/26,Apple IPAD,8,280000
1008819,66,Western India,2019/07/08,Blue-Ray Player,8,177832
1008820,36,Northeast India,2020/01/15,Projector,12,228000
1008821,99,East India,2020/10/22,Blue-Ray Player,10,350000
1008822,88,Western India,2019/08/27,Projector,7,437500
1008823,43,Western India,2019/12/18,Blue-Ray Player,12,628800
1008824,52,Western India,2020/06/30,Digital Camera,1,19000
1008825,27,Central India,2020/10/23,Apple IPOD,4,209600
1008826,77,Northeast India,2019/11/30,LCD TV,8,40000
1008827,24,Northeast India,2019/12/04,Digital Camera,1,5000
1008828,23,Western India,2020/10/09,Apple IPhone,8,177832
1008829,44,Northeast India,2019/11/20,Apple IPOD,10,190000
1008830,36,North India,2020/11/25,Apple IPAD,11,687500
1008831,15,South India,2019/07/15,Projector,11,55000
1008832,51,East India,2019/10/19,Camera,8,40000
1008833,31,North India,2019/03/19,Digital Camera,8,40000
1008834,48,South India,2020/12/08,LCD TV,7,133000
1008835,46,Northeast India,2020/12/19,Projector,9,562500
1008836,78,Western India,2020/08/06,Blue-Ray Player,1,62500
1008837,1,South India,2020/08/03,Camera,9,162000
1008838,43,Western India,2019/10/14,Projector,1,18000
1008839,3,East India,2020/01/15,Projector,1,22229
1008840,23,Central India,2019/01/29,LCD TV,10,250000
1008841,5,Western India,2020/10/20,Apple IPAD,9,171000
1008842,49,South India,2020/02/27,Apple IPhone,7,175000
1008843,51,Northeast India,2019/04/17,LCD Monitor,9,162000
1008844,7,East India,2020/11/17,Apple IPhone,4,88916
1008845,59,East India,2019/01/01,Camera,3,75000
1008846,41,East India,2020/09/22,Apple IPOD,3,105000
1008847,9,Western India,2020/11/08,Blue-Ray Player,10,524000
1008848,68,South India,2020/10/29,LCD TV,12,628800
1008849,73,South India,2020/05/24,Apple IPOD,6,150000
1008850,82,Northeast India,2020/06/11,Apple IPhone,7,126000
1008851,39,Northeast India,2019/11/26,Blue-Ray Player,4,72000
1008852,9,Central India,2020/09/25,LCD Monitor,6,30000
1008853,51,East India,2020/11/20,LCD Monitor,6,30000
1008854,68,North India,2019/01/01,Apple IPOD,3,66687
1008855,98,Western India,2019/02/25,LCD TV,7,126000
1008856,18,East India,2019/07/06,Apple IPhone,2,36000
1008857,31,Northeast India,2020/02/27,Camera,2,10000
1008858,69,East India,2019/12/04,Apple IPOD,8,177832
1008859,52,Northeast India,2019/01/04,LCD TV,10,350000
1008860,59,Western India,2019/08/25,Apple IPAD,10,50000
1008861,52,South India,2020/09/05,Digital Camera,1,62500
1008862,91,Northeast India,2019/03/22,Blue-Ray Player,2,70000
1008863,34,North India,2019/03/14,Blue-Ray Player,1,35000
1008864,63,Northeast India,2019/05/14,Blue-Ray Player,6,30000
1008865,62,Western India,2019/10/10,Camera,1,5000
1008866,28,East India,2020/07/20,Apple IPOD,6,30000
1008867,9,Central India,2019/02/26,Apple IPOD,10,180000
1008868,79,East India,2020/03/11,LCD TV,10,625000
1008869,45,North India,2019/12/04,Apple IPAD,11,55000
1008870,23,Northeast India,2020/01/22,Camera,4,100000
1008871,48,Central India,2020/01/24,Apple IPOD,6,210000
1008872,95,Western India,2020/10/02,LCD Monitor,9,171000
1008873,50,North India,2019/06/24,Apple IPhone,3,105000
1008874,31,East India,2020/11/30,Digital Camera,10,625000
1008875,46,South India,2020/06/22,Camera,2,50000
1008876,60,Central India,2019/02/19,Apple IPhone,10,250000
1008877,68,East India,2019/04/18,Projector,7,437500
1008878,99,South India,2019/07/31,Apple IPhone,9,200061
1008879,54,North India,2020/03/05,LCD Monitor,6,375000
1008880,49,Northeast India,2020/07/05,LCD TV,7,155603
1008881,41,South India,2020/10/10,Digital Camera,4,72000
1008882,6,North India,2020/05/19,Camera,2,50000
1008883,10,Northeast India,2019/02/08,LCD TV,7,133000
1008884,71,South India,2019/07/22,Apple IPAD,4,72000
1008885,63,Central India,2020/08/12,Apple IPAD,12,750000
1008886,4,Western India,2019/06/19,Apple IPAD,12,60000
1008887,79,Northeast India,2019/04/13,Apple IPhone,10,222290
1008888,76,South India,2019/12/02,Camera,5,312500
1008889,34,Western India,2019/05/08,LCD TV,7,35000
1008890,99,North India,2020/05/12,Digital Camera,6,114000
1008891,56,Western India,2020/10/13,Apple IPAD,2,10000
1008892,85,North India,2019/03/26,Apple IPhone,3,157200
1008893,82,East India,2020/07/21,Apple IPhone,12,266748
1008894,40,Central India,2020/03/17,Digital Camera,8,144000
1008895,65,South India,2020/06/27,Camera,5,111145
1008896,88,North India,2019/10/05,LCD Monitor,9,315000
1008897,77,North India,2019/10/28,Digital Camera,5,90000
1008898,38,Northeast India,2020/04/22,Projector,4,20000
1008899,21,Central India,2020/12/10,LCD TV,7,366800
1008900,65,Northeast India,2020/06/06,Camera,6,133374
1008901,14,North India,2019/08/11,Apple IPAD,5,90000
1008902,63,East India,2020/09/13,Camera,5,175000
1008903,39,Northeast India,2019/02/28,Apple IPOD,5,95000
1008904,81,South India,2019/05/27,Projector,10,50000
1008905,85,Central India,2019/10/29,Digital Camera,8,280000
1008906,98,Western India,2020/07/05,Camera,8,280000
1008907,7,Central India,2019/09/05,Apple IPAD,7,35000
1008908,85,South India,2019/12/20,Digital Camera,8,144000
1008909,86,Northeast India,2019/02/10,LCD TV,12,216000
1008910,7,Northeast India,2020/10/30,Apple IPOD,2,104800
1008911,84,South India,2020/10/30,LCD TV,3,157200
1008912,83,Northeast India,2019/07/12,Projector,5,111145
1008913,88,Central India,2020/06/27,LCD TV,10,625000
1008914,87,Central India,2020/04/21,Projector,1,62500
1008915,16,Northeast India,2019/02/17,Apple IPhone,9,225000
1008916,77,East India,2020/04/27,LCD TV,12,420000
1008917,63,North India,2020/08/15,Camera,2,125000
1008918,93,South India,2020/09/15,Apple IPhone,6,108000
1008919,62,Central India,2019/08/07,LCD TV,11,55000
1008920,42,North India,2019/04/26,Camera,2,44458
1008921,68,South India,2020/08/06,LCD TV,7,245000
1008922,30,North India,2019/11/13,Camera,2,104800
1008923,90,Western India,2019/03/20,LCD Monitor,5,90000
1008924,52,North India,2019/05/16,LCD Monitor,5,262000
1008925,52,South India,2020/09/11,Projector,11,687500
1008926,86,Western India,2020/10/31,Projector,7,35000
1008927,69,Northeast India,2020/07/15,Apple IPhone,4,140000
1008928,56,Northeast India,2019/12/20,Blue-Ray Player,9,315000
1008929,4,North India,2020/10/09,Projector,11,687500
1008930,69,Northeast India,2020/11/24,Digital Camera,1,62500
1008931,56,East India,2020/03/15,Apple IPAD,7,35000
1008932,97,Western India,2020/05/26,Apple IPAD,3,105000
1008933,93,Northeast India,2019/09/05,Apple IPAD,6,133374
1008934,63,East India,2019/11/10,Apple IPhone,6,30000
1008935,43,East India,2020/12/31,Blue-Ray Player,2,10000
1008936,24,Western India,2020/07/13,Projector,11,244519
1008937,69,North India,2020/02/04,Digital Camera,9,171000
1008938,42,North India,2020/08/27,LCD TV,7,126000
1008939,93,East India,2020/01/28,LCD Monitor,5,90000
1008940,56,Western India,2019/03/08,LCD TV,3,105000
1008941,9,Northeast India,2019/05/18,LCD TV,12,266748
1008942,29,East India,2019/11/23,Apple IPOD,2,44458
1008943,18,Northeast India,2019/05/06,Apple IPhone,7,437500
1008944,16,Northeast India,2019/07/13,Projector,11,576400
1008945,89,North India,2020/03/20,Blue-Ray Player,2,44458
1008946,89,East India,2020/08/22,Camera,1,52400
1008947,79,Central India,2020/09/22,Projector,5,25000
